pincode,office_name,district,state
600122,Taramani / OMR Sub-Post Office #9,Chennai,Tamil Nadu
600123,Taramani / OMR Sub-Post Office #10,Chennai,Tamil Nadu
600124,Taramani / OMR Sub-Post Office #11,Chennai,Tamil Nadu
600125,Taramani / OMR Sub-Post Office #12,Chennai,Tamil Nadu
600126,Taramani / OMR Sub-Post Office #13,Chennai,Tamil Nadu
600127,Taramani / OMR Sub-Post Office #14,Chennai,Tamil Nadu
640996,Coimbatore HO Sub-Post Office #5,Coimbatore,Tamil Nadu
640997,Coimbatore HO Sub-Post Office #4,Coimbatore,Tamil Nadu
640998,Coimbatore HO Sub-Post Office #3,Coimbatore,Tamil Nadu
640999,Coimbatore HO Sub-Post Office #2,Coimbatore,Tamil Nadu
641000,Coimbatore HO Sub-Post Office #1,Coimbatore,Tamil Nadu
641002,Coimbatore HO Sub-Post Office #1,Coimbatore,Tamil Nadu
641003,Coimbatore HO Sub-Post Office #2,Coimbatore,Tamil Nadu
641004,Coimbatore HO Sub-Post Office #3,Coimbatore,Tamil Nadu
641005,Coimbatore HO Sub-Post Office #4,Coimbatore,Tamil Nadu
641006,Coimbatore HO Sub-Post Office #5,Coimbatore,Tamil Nadu
641007,Coimbatore HO Sub-Post Office #6,Coimbatore,Tamil Nadu
641008,Coimbatore HO Sub-Post Office #7,Coimbatore,Tamil Nadu
641009,Coimbatore HO Sub-Post Office #8,Coimbatore,Tamil Nadu
641010,Coimbatore HO Sub-Post Office #9,Coimbatore,Tamil Nadu
641011,Coimbatore HO Sub-Post Office #10,Coimbatore,Tamil Nadu
641012,Coimbatore HO Sub-Post Office #11,Coimbatore,Tamil Nadu
641013,Coimbatore HO Sub-Post Office #12,Coimbatore,Tamil Nadu
641014,Coimbatore HO Sub-Post Office #13,Coimbatore,Tamil Nadu
641015,Coimbatore HO Sub-Post Office #14,Coimbatore,Tamil Nadu
624996,Madurai HO Sub-Post Office #5,Madurai,Tamil Nadu
624997,Madurai HO Sub-Post Office #4,Madurai,Tamil Nadu
624998,Madurai HO Sub-Post Office #3,Madurai,Tamil Nadu
624999,Madurai HO Sub-Post Office #2,Madurai,Tamil Nadu
625000,Madurai HO Sub-Post Office #1,Madurai,Tamil Nadu
625002,Madurai HO Sub-Post Office #1,Madurai,Tamil Nadu
625003,Madurai HO Sub-Post Office #2,Madurai,Tamil Nadu
625004,Madurai HO Sub-Post Office #3,Madurai,Tamil Nadu
625005,Madurai HO Sub-Post Office #4,Madurai,Tamil Nadu
625006,Madurai HO Sub-Post Office #5,Madurai,Tamil Nadu
625007,Madurai HO Sub-Post Office #6,Madurai,Tamil Nadu
625008,Madurai HO Sub-Post Office #7,Madurai,Tamil Nadu
625009,Madurai HO Sub-Post Office #8,Madurai,Tamil Nadu
625010,Madurai HO Sub-Post Office #9,Madurai,Tamil Nadu
625011,Madurai HO Sub-Post Office #10,Madurai,Tamil Nadu
625012,Madurai HO Sub-Post Office #11,Madurai,Tamil Nadu
625013,Madurai HO Sub-Post Office #12,Madurai,Tamil Nadu
625014,Madurai HO Sub-Post Office #13,Madurai,Tamil Nadu
625015,Madurai HO Sub-Post Office #14,Madurai,Tamil Nadu
681996,Kochi GPO Sub-Post Office #5,Ernakulam,Kerala
681997,Kochi GPO Sub-Post Office #4,Ernakulam,Kerala
681998,Kochi GPO Sub-Post Office #3,Ernakulam,Kerala
681999,Kochi GPO Sub-Post Office #2,Ernakulam,Kerala
682000,Kochi GPO Sub-Post Office #1,Ernakulam,Kerala
682002,Kochi GPO Sub-Post Office #1,Ernakulam,Kerala
682003,Kochi GPO Sub-Post Office #2,Ernakulam,Kerala
682004,Kochi GPO Sub-Post Office #3,Ernakulam,Kerala
682005,Kochi GPO Sub-Post Office #4,Ernakulam,Kerala
682006,Kochi GPO Sub-Post Office #5,Ernakulam,Kerala
682007,Kochi GPO Sub-Post Office #6,Ernakulam,Kerala
682008,Kochi GPO Sub-Post Office #7,Ernakulam,Kerala
682009,Kochi GPO Sub-Post Office #8,Ernakulam,Kerala
682010,Kochi GPO Sub-Post Office #9,Ernakulam,Kerala
682011,Kochi GPO Sub-Post Office #10,Ernakulam,Kerala
682012,Kochi GPO Sub-Post Office #11,Ernakulam,Kerala
682013,Kochi GPO Sub-Post Office #12,Ernakulam,Kerala
682014,Kochi GPO Sub-Post Office #13,Ernakulam,Kerala
682015,Kochi GPO Sub-Post Office #14,Ernakulam,Kerala
694996,Thiruvananthapuram GPO Sub-Post Office #5,Thiruvananthapuram,Kerala
694997,Thiruvananthapuram GPO Sub-Post Office #4,Thiruvananthapuram,Kerala
694998,Thiruvananthapuram GPO Sub-Post Office #3,Thiruvananthapuram,Kerala
694999,Thiruvananthapuram GPO Sub-Post Office #2,Thiruvananthapuram,Kerala
695000,Thiruvananthapuram GPO Sub-Post Office #1,Thiruvananthapuram,Kerala
695002,Thiruvananthapuram GPO Sub-Post Office #1,Thiruvananthapuram,Kerala
695003,Thiruvananthapuram GPO Sub-Post Office #2,Thiruvananthapuram,Kerala
695004,Thiruvananthapuram GPO Sub-Post Office #3,Thiruvananthapuram,Kerala
695005,Thiruvananthapuram GPO Sub-Post Office #4,Thiruvananthapuram,Kerala
695006,Thiruvananthapuram GPO Sub-Post Office #5,Thiruvananthapuram,Kerala
695007,Thiruvananthapuram GPO Sub-Post Office #6,Thiruvananthapuram,Kerala
695008,Thiruvananthapuram GPO Sub-Post Office #7,Thiruvananthapuram,Kerala
695009,Thiruvananthapuram GPO Sub-Post Office #8,Thiruvananthapuram,Kerala
695010,Thiruvananthapuram GPO Sub-Post Office #9,Thiruvananthapuram,Kerala
695011,Thiruvananthapuram GPO Sub-Post Office #10,Thiruvananthapuram,Kerala
695012,Thiruvananthapuram GPO Sub-Post Office #11,Thiruvananthapuram,Kerala
695013,Thiruvananthapuram GPO Sub-Post Office #12,Thiruvananthapuram,Kerala
695014,Thiruvananthapuram GPO Sub-Post Office #13,Thiruvananthapuram,Kerala
695015,Thiruvananthapuram GPO Sub-Post Office #14,Thiruvananthapuram,Kerala
672996,Kozhikode HO Sub-Post Office #5,Kozhikode,Kerala
672997,Kozhikode HO Sub-Post Office #4,Kozhikode,Kerala
672998,Kozhikode HO Sub-Post Office #3,Kozhikode,Kerala
672999,Kozhikode HO Sub-Post Office #2,Kozhikode,Kerala
673000,Kozhikode HO Sub-Post Office #1,Kozhikode,Kerala
673002,Kozhikode HO Sub-Post Office #1,Kozhikode,Kerala
673003,Kozhikode HO Sub-Post Office #2,Kozhikode,Kerala
673004,Kozhikode HO Sub-Post Office #3,Kozhikode,Kerala
673005,Kozhikode HO Sub-Post Office #4,Kozhikode,Kerala
673006,Kozhikode HO Sub-Post Office #5,Kozhikode,Kerala
673007,Kozhikode HO Sub-Post Office #6,Kozhikode,Kerala
673008,Kozhikode HO Sub-Post Office #7,Kozhikode,Kerala
673009,Kozhikode HO Sub-Post Office #8,Kozhikode,Kerala
673010,Kozhikode HO Sub-Post Office #9,Kozhikode,Kerala
673011,Kozhikode HO Sub-Post Office #10,Kozhikode,Kerala
673012,Kozhikode HO Sub-Post Office #11,Kozhikode,Kerala
673013,Kozhikode HO Sub-Post Office #12,Kozhikode,Kerala
673014,Kozhikode HO Sub-Post Office #13,Kozhikode,Kerala
673015,Kozhikode HO Sub-Post Office #14,Kozhikode,Kerala
699996,Kolkata GPO Sub-Post Office #5,Kolkata,West Bengal
699997,Kolkata GPO Sub-Post Office #4,Kolkata,West Bengal
699998,Kolkata GPO Sub-Post Office #3,Kolkata,West Bengal
699999,Kolkata GPO Sub-Post Office #2,Kolkata,West Bengal
700000,Kolkata GPO Sub-Post Office #1,Kolkata,West Bengal
700002,Kolkata GPO Sub-Post Office #1,Kolkata,West Bengal
700003,Kolkata GPO Sub-Post Office #2,Kolkata,West Bengal
700004,Kolkata GPO Sub-Post Office #3,Kolkata,West Bengal
700005,Kolkata GPO Sub-Post Office #4,Kolkata,West Bengal
700006,Kolkata GPO Sub-Post Office #5,Kolkata,West Bengal
700007,Kolkata GPO Sub-Post Office #6,Kolkata,West Bengal
700008,Kolkata GPO Sub-Post Office #7,Kolkata,West Bengal
700009,Kolkata GPO Sub-Post Office #8,Kolkata,West Bengal
700010,Kolkata GPO Sub-Post Office #9,Kolkata,West Bengal
700011,Kolkata GPO Sub-Post Office #10,Kolkata,West Bengal
700012,Kolkata GPO Sub-Post Office #11,Kolkata,West Bengal
700013,Kolkata GPO Sub-Post Office #12,Kolkata,West Bengal
700014,Kolkata GPO Sub-Post Office #13,Kolkata,West Bengal
700015,Kolkata GPO Sub-Post Office #14,Kolkata,West Bengal
700017,Park Street Sub-Post Office #1,Kolkata,West Bengal
700018,Park Street Sub-Post Office #2,Kolkata,West Bengal
700019,Park Street Sub-Post Office #3,Kolkata,West Bengal
700020,Park Street Sub-Post Office #4,Kolkata,West Bengal
700021,Park Street Sub-Post Office #5,Kolkata,West Bengal
700022,Park Street Sub-Post Office #6,Kolkata,West Bengal
700023,Park Street Sub-Post Office #7,Kolkata,West Bengal
700024,Park Street Sub-Post Office #8,Kolkata,West Bengal
700025,Park Street Sub-Post Office #9,Kolkata,West Bengal
700026,Park Street Sub-Post Office #10,Kolkata,West Bengal
700027,Park Street Sub-Post Office #11,Kolkata,West Bengal
700028,Park Street Sub-Post Office #12,Kolkata,West Bengal
700029,Park Street Sub-Post Office #13,Kolkata,West Bengal
700030,Park Street Sub-Post Office #14,Kolkata,West Bengal
700031,Ballygunge Sub-Post Office #12,Kolkata,West Bengal
700032,Ballygunge Sub-Post Office #13,Kolkata,West Bengal
700033,Ballygunge Sub-Post Office #14,Kolkata,West Bengal
700034,Rash Behari Avenue Sub-Post Office #5,Kolkata,West Bengal
700035,Rash Behari Avenue Sub-Post Office #6,Kolkata,West Bengal
700036,Rash Behari Avenue Sub-Post Office #7,Kolkata,West Bengal
700037,Rash Behari Avenue Sub-Post Office #8,Kolkata,West Bengal
700038,Rash Behari Avenue Sub-Post Office #9,Kolkata,West Bengal
700039,Rash Behari Avenue Sub-Post Office #10,Kolkata,West Bengal
700040,Rash Behari Avenue Sub-Post Office #11,Kolkata,West Bengal
700041,Rash Behari Avenue Sub-Post Office #12,Kolkata,West Bengal
700042,Rash Behari Avenue Sub-Post Office #13,Kolkata,West Bengal
700043,Rash Behari Avenue Sub-Post Office #14,Kolkata,West Bengal
700086,Salt Lake Sector V Sub-Post Office #5,North 24 Parganas,West Bengal
700087,Salt Lake Sector V Sub-Post Office #4,North 24 Parganas,West Bengal
700088,Salt Lake Sector V Sub-Post Office #3,North 24 Parganas,West Bengal
700089,Salt Lake Sector V Sub-Post Office #2,North 24 Parganas,West Bengal
700090,Salt Lake Sector V Sub-Post Office #1,North 24 Parganas,West Bengal
700092,Salt Lake Sector V Sub-Post Office #1,North 24 Parganas,West Bengal
700093,Salt Lake Sector V Sub-Post Office #2,North 24 Parganas,West Bengal
700094,Salt Lake Sector V Sub-Post Office #3,North 24 Parganas,West Bengal
700095,Salt Lake Sector V Sub-Post Office #4,North 24 Parganas,West Bengal
700096,Salt Lake Sector V Sub-Post Office #5,North 24 Parganas,West Bengal
700097,Salt Lake Sector V Sub-Post Office #6,North 24 Parganas,West Bengal
700098,Salt Lake Sector V Sub-Post Office #7,North 24 Parganas,West Bengal
700099,Salt Lake Sector V Sub-Post Office #8,North 24 Parganas,West Bengal
700100,Salt Lake Sector V Sub-Post Office #9,North 24 Parganas,West Bengal
700101,Salt Lake Sector V Sub-Post Office #10,North 24 Parganas,West Bengal
700102,Salt Lake Sector V Sub-Post Office #11,North 24 Parganas,West Bengal
700103,Salt Lake Sector V Sub-Post Office #12,North 24 Parganas,West Bengal
700104,Salt Lake Sector V Sub-Post Office #13,North 24 Parganas,West Bengal
700105,Salt Lake Sector V Sub-Post Office #14,North 24 Parganas,West Bengal
700151,New Town Action Area 1 Sub-Post Office #5,North 24 Parganas,West Bengal
700152,New Town Action Area 1 Sub-Post Office #4,North 24 Parganas,West Bengal
700153,New Town Action Area 1 Sub-Post Office #3,North 24 Parganas,West Bengal
700154,New Town Action Area 1 Sub-Post Office #2,North 24 Parganas,West Bengal
700155,New Town Action Area 1 Sub-Post Office #1,North 24 Parganas,West Bengal
700157,New Town Action Area 1 Sub-Post Office #1,North 24 Parganas,West Bengal
700158,New Town Action Area 1 Sub-Post Office #2,North 24 Parganas,West Bengal
700159,New Town Action Area 1 Sub-Post Office #3,North 24 Parganas,West Bengal
700160,New Town Action Area 1 Sub-Post Office #4,North 24 Parganas,West Bengal
700161,New Town Action Area 1 Sub-Post Office #5,North 24 Parganas,West Bengal
700162,New Town Action Area 1 Sub-Post Office #6,North 24 Parganas,West Bengal
700163,New Town Action Area 1 Sub-Post Office #7,North 24 Parganas,West Bengal
700164,New Town Action Area 1 Sub-Post Office #8,North 24 Parganas,West Bengal
700165,New Town Action Area 1 Sub-Post Office #9,North 24 Parganas,West Bengal
700166,New Town Action Area 1 Sub-Post Office #10,North 24 Parganas,West Bengal
700167,New Town Action Area 1 Sub-Post Office #11,North 24 Parganas,West Bengal
700168,New Town Action Area 1 Sub-Post Office #12,North 24 Parganas,West Bengal
700169,New Town Action Area 1 Sub-Post Office #13,North 24 Parganas,West Bengal
700170,New Town Action Area 1 Sub-Post Office #14,North 24 Parganas,West Bengal
733996,Siliguri HO Sub-Post Office #5,Darjeeling,West Bengal
733997,Siliguri HO Sub-Post Office #4,Darjeeling,West Bengal
733998,Siliguri HO Sub-Post Office #3,Darjeeling,West Bengal
733999,Siliguri HO Sub-Post Office #2,Darjeeling,West Bengal
734000,Siliguri HO Sub-Post Office #1,Darjeeling,West Bengal
734002,Siliguri HO Sub-Post Office #1,Darjeeling,West Bengal
734003,Siliguri HO Sub-Post Office #2,Darjeeling,West Bengal
734004,Siliguri HO Sub-Post Office #3,Darjeeling,West Bengal
734005,Siliguri HO Sub-Post Office #4,Darjeeling,West Bengal
734006,Siliguri HO Sub-Post Office #5,Darjeeling,West Bengal
734007,Siliguri HO Sub-Post Office #6,Darjeeling,West Bengal
734008,Siliguri HO Sub-Post Office #7,Darjeeling,West Bengal
734009,Siliguri HO Sub-Post Office #8,Darjeeling,West Bengal
734010,Siliguri HO Sub-Post Office #9,Darjeeling,West Bengal
734011,Siliguri HO Sub-Post Office #10,Darjeeling,West Bengal
734012,Siliguri HO Sub-Post Office #11,Darjeeling,West Bengal
734013,Siliguri HO Sub-Post Office #12,Darjeeling,West Bengal
734014,Siliguri HO Sub-Post Office #13,Darjeeling,West Bengal
734015,Siliguri HO Sub-Post Office #14,Darjeeling,West Bengal
750996,Bhubaneswar GPO Sub-Post Office #5,Khurda,Odisha
750997,Bhubaneswar GPO Sub-Post Office #4,Khurda,Odisha
750998,Bhubaneswar GPO Sub-Post Office #3,Khurda,Odisha
750999,Bhubaneswar GPO Sub-Post Office #2,Khurda,Odisha
751000,Bhubaneswar GPO Sub-Post Office #1,Khurda,Odisha
751002,Bhubaneswar GPO Sub-Post Office #1,Khurda,Odisha
751003,Bhubaneswar GPO Sub-Post Office #2,Khurda,Odisha
751004,Bhubaneswar GPO Sub-Post Office #3,Khurda,Odisha
751005,Bhubaneswar GPO Sub-Post Office #4,Khurda,Odisha
751006,Bhubaneswar GPO Sub-Post Office #5,Khurda,Odisha
751007,Bhubaneswar GPO Sub-Post Office #6,Khurda,Odisha
751008,Bhubaneswar GPO Sub-Post Office #7,Khurda,Odisha
751009,Bhubaneswar GPO Sub-Post Office #8,Khurda,Odisha
751010,Bhubaneswar GPO Sub-Post Office #9,Khurda,Odisha
751011,Bhubaneswar GPO Sub-Post Office #10,Khurda,Odisha
751012,Bhubaneswar GPO Sub-Post Office #11,Khurda,Odisha
751013,Bhubaneswar GPO Sub-Post Office #12,Khurda,Odisha
751014,Bhubaneswar GPO Sub-Post Office #13,Khurda,Odisha
751015,Bhubaneswar GPO Sub-Post Office #14,Khurda,Odisha
780996,Guwahati GPO Sub-Post Office #5,Kamrup Metropolitan,Assam
780997,Guwahati GPO Sub-Post Office #4,Kamrup Metropolitan,Assam
780998,Guwahati GPO Sub-Post Office #3,Kamrup Metropolitan,Assam
780999,Guwahati GPO Sub-Post Office #2,Kamrup Metropolitan,Assam
781000,Guwahati GPO Sub-Post Office #1,Kamrup Metropolitan,Assam
781002,Guwahati GPO Sub-Post Office #1,Kamrup Metropolitan,Assam
781003,Guwahati GPO Sub-Post Office #2,Kamrup Metropolitan,Assam
781004,Guwahati GPO Sub-Post Office #3,Kamrup Metropolitan,Assam
781005,Guwahati GPO Sub-Post Office #4,Kamrup Metropolitan,Assam
781006,Guwahati GPO Sub-Post Office #5,Kamrup Metropolitan,Assam
781007,Guwahati GPO Sub-Post Office #6,Kamrup Metropolitan,Assam
781008,Guwahati GPO Sub-Post Office #7,Kamrup Metropolitan,Assam
781009,Guwahati GPO Sub-Post Office #8,Kamrup Metropolitan,Assam
781010,Guwahati GPO Sub-Post Office #9,Kamrup Metropolitan,Assam
781011,Guwahati GPO Sub-Post Office #10,Kamrup Metropolitan,Assam
781012,Guwahati GPO Sub-Post Office #11,Kamrup Metropolitan,Assam
781013,Guwahati GPO Sub-Post Office #12,Kamrup Metropolitan,Assam
781014,Guwahati GPO Sub-Post Office #13,Kamrup Metropolitan,Assam
781015,Guwahati GPO Sub-Post Office #14,Kamrup Metropolitan,Assam
379996,Ahmedabad GPO Sub-Post Office #5,Ahmedabad,Gujarat
379997,Ahmedabad GPO Sub-Post Office #4,Ahmedabad,Gujarat
379998,Ahmedabad GPO Sub-Post Office #3,Ahmedabad,Gujarat
379999,Ahmedabad GPO Sub-Post Office #2,Ahmedabad,Gujarat
380000,Ahmedabad GPO Sub-Post Office #1,Ahmedabad,Gujarat
380002,Ahmedabad GPO Sub-Post Office #1,Ahmedabad,Gujarat
380003,Ahmedabad GPO Sub-Post Office #2,Ahmedabad,Gujarat
380004,Ahmedabad GPO Sub-Post Office #3,Ahmedabad,Gujarat
380005,Ahmedabad GPO Sub-Post Office #4,Ahmedabad,Gujarat
380006,Ahmedabad GPO Sub-Post Office #5,Ahmedabad,Gujarat
380007,Ahmedabad GPO Sub-Post Office #6,Ahmedabad,Gujarat
380008,Ahmedabad GPO Sub-Post Office #7,Ahmedabad,Gujarat
380009,Ahmedabad GPO Sub-Post Office #8,Ahmedabad,Gujarat
380010,Ahmedabad GPO Sub-Post Office #9,Ahmedabad,Gujarat
380011,Ahmedabad GPO Sub-Post Office #10,Ahmedabad,Gujarat
380012,Ahmedabad GPO Sub-Post Office #11,Ahmedabad,Gujarat
380013,Ahmedabad GPO Sub-Post Office #12,Ahmedabad,Gujarat
380014,Ahmedabad GPO Sub-Post Office #13,Ahmedabad,Gujarat
380015,Ahmedabad GPO Sub-Post Office #14,Ahmedabad,Gujarat
380016,Satellite Sub-Post Office #1,Ahmedabad,Gujarat
380017,Satellite Sub-Post Office #2,Ahmedabad,Gujarat
380018,Satellite Sub-Post Office #3,Ahmedabad,Gujarat
380019,Satellite Sub-Post Office #4,Ahmedabad,Gujarat
380020,Satellite Sub-Post Office #5,Ahmedabad,Gujarat
380021,Satellite Sub-Post Office #6,Ahmedabad,Gujarat
380022,Satellite Sub-Post Office #7,Ahmedabad,Gujarat
380023,Satellite Sub-Post Office #8,Ahmedabad,Gujarat
380024,Satellite Sub-Post Office #9,Ahmedabad,Gujarat
380025,Satellite Sub-Post Office #10,Ahmedabad,Gujarat
380026,Satellite Sub-Post Office #11,Ahmedabad,Gujarat
380027,Satellite Sub-Post Office #12,Ahmedabad,Gujarat
380028,Satellite Sub-Post Office #13,Ahmedabad,Gujarat
380029,Satellite Sub-Post Office #14,Ahmedabad,Gujarat
389996,Vadodara HO Sub-Post Office #5,Vadodara,Gujarat
389997,Vadodara HO Sub-Post Office #4,Vadodara,Gujarat
389998,Vadodara HO Sub-Post Office #3,Vadodara,Gujarat
389999,Vadodara HO Sub-Post Office #2,Vadodara,Gujarat
390000,Vadodara HO Sub-Post Office #1,Vadodara,Gujarat
390002,Vadodara HO Sub-Post Office #1,Vadodara,Gujarat
390003,Vadodara HO Sub-Post Office #2,Vadodara,Gujarat
390004,Vadodara HO Sub-Post Office #3,Vadodara,Gujarat
390005,Vadodara HO Sub-Post Office #4,Vadodara,Gujarat
390006,Vadodara HO Sub-Post Office #5,Vadodara,Gujarat
390007,Vadodara HO Sub-Post Office #6,Vadodara,Gujarat
390008,Vadodara HO Sub-Post Office #7,Vadodara,Gujarat
390009,Vadodara HO Sub-Post Office #8,Vadodara,Gujarat
390010,Vadodara HO Sub-Post Office #9,Vadodara,Gujarat
390011,Vadodara HO Sub-Post Office #10,Vadodara,Gujarat
390012,Vadodara HO Sub-Post Office #11,Vadodara,Gujarat
390013,Vadodara HO Sub-Post Office #12,Vadodara,Gujarat
390014,Vadodara HO Sub-Post Office #13,Vadodara,Gujarat
390015,Vadodara HO Sub-Post Office #14,Vadodara,Gujarat
394996,Surat HO Sub-Post Office #5,Surat,Gujarat
394997,Surat HO Sub-Post Office #4,Surat,Gujarat
394998,Surat HO Sub-Post Office #3,Surat,Gujarat
394999,Surat HO Sub-Post Office #2,Surat,Gujarat
395000,Surat HO Sub-Post Office #1,Surat,Gujarat
395002,Surat HO Sub-Post Office #1,Surat,Gujarat
395003,Surat HO Sub-Post Office #2,Surat,Gujarat
395004,Surat HO Sub-Post Office #3,Surat,Gujarat
395005,Surat HO Sub-Post Office #4,Surat,Gujarat
395006,Surat HO Sub-Post Office #5,Surat,Gujarat
395007,Surat HO Sub-Post Office #6,Surat,Gujarat
395008,Surat HO Sub-Post Office #7,Surat,Gujarat
395009,Surat HO Sub-Post Office #8,Surat,Gujarat
395010,Surat HO Sub-Post Office #9,Surat,Gujarat
395011,Surat HO Sub-Post Office #10,Surat,Gujarat
395012,Surat HO Sub-Post Office #11,Surat,Gujarat
395013,Surat HO Sub-Post Office #12,Surat,Gujarat
395014,Surat HO Sub-Post Office #13,Surat,Gujarat
395015,Surat HO Sub-Post Office #14,Surat,Gujarat
451996,Indore GPO Sub-Post Office #5,Indore,Madhya Pradesh
451997,Indore GPO Sub-Post Office #4,Indore,Madhya Pradesh
451998,Indore GPO Sub-Post Office #3,Indore,Madhya Pradesh
451999,Indore GPO Sub-Post Office #2,Indore,Madhya Pradesh
452000,Indore GPO Sub-Post Office #1,Indore,Madhya Pradesh
452002,Indore GPO Sub-Post Office #1,Indore,Madhya Pradesh
452003,Indore GPO Sub-Post Office #2,Indore,Madhya Pradesh
452004,Indore GPO Sub-Post Office #3,Indore,Madhya Pradesh
452005,Indore GPO Sub-Post Office #4,Indore,Madhya Pradesh
452006,Indore GPO Sub-Post Office #5,Indore,Madhya Pradesh
452007,Indore GPO Sub-Post Office #6,Indore,Madhya Pradesh
452008,Indore GPO Sub-Post Office #7,Indore,Madhya Pradesh
452009,Indore GPO Sub-Post Office #8,Indore,Madhya Pradesh
452010,Indore GPO Sub-Post Office #9,Indore,Madhya Pradesh
452011,Indore GPO Sub-Post Office #10,Indore,Madhya Pradesh
452012,Indore GPO Sub-Post Office #11,Indore,Madhya Pradesh
452013,Indore GPO Sub-Post Office #12,Indore,Madhya Pradesh
452014,Indore GPO Sub-Post Office #13,Indore,Madhya Pradesh
452015,Indore GPO Sub-Post Office #14,Indore,Madhya Pradesh
461996,Bhopal GPO Sub-Post Office #5,Bhopal,Madhya Pradesh
461997,Bhopal GPO Sub-Post Office #4,Bhopal,Madhya Pradesh
461998,Bhopal GPO Sub-Post Office #3,Bhopal,Madhya Pradesh
461999,Bhopal GPO Sub-Post Office #2,Bhopal,Madhya Pradesh
462000,Bhopal GPO Sub-Post Office #1,Bhopal,Madhya Pradesh
462002,Bhopal GPO Sub-Post Office #1,Bhopal,Madhya Pradesh
462003,Bhopal GPO Sub-Post Office #2,Bhopal,Madhya Pradesh
462004,Bhopal GPO Sub-Post Office #3,Bhopal,Madhya Pradesh
462005,Bhopal GPO Sub-Post Office #4,Bhopal,Madhya Pradesh
462006,Bhopal GPO Sub-Post Office #5,Bhopal,Madhya Pradesh
462007,Bhopal GPO Sub-Post Office #6,Bhopal,Madhya Pradesh
462008,Bhopal GPO Sub-Post Office #7,Bhopal,Madhya Pradesh
462009,Bhopal GPO Sub-Post Office #8,Bhopal,Madhya Pradesh
462010,Bhopal GPO Sub-Post Office #9,Bhopal,Madhya Pradesh
462011,Bhopal GPO Sub-Post Office #10,Bhopal,Madhya Pradesh
462012,Bhopal GPO Sub-Post Office #11,Bhopal,Madhya Pradesh
462013,Bhopal GPO Sub-Post Office #12,Bhopal,Madhya Pradesh
462014,Bhopal GPO Sub-Post Office #13,Bhopal,Madhya Pradesh
462015,Bhopal GPO Sub-Post Office #14,Bhopal,Madhya Pradesh
491996,Raipur GPO Sub-Post Office #5,Raipur,Chhattisgarh
491997,Raipur GPO Sub-Post Office #4,Raipur,Chhattisgarh
491998,Raipur GPO Sub-Post Office #3,Raipur,Chhattisgarh
491999,Raipur GPO Sub-Post Office #2,Raipur,Chhattisgarh
492000,Raipur GPO Sub-Post Office #1,Raipur,Chhattisgarh
492002,Raipur GPO Sub-Post Office #1,Raipur,Chhattisgarh
492003,Raipur GPO Sub-Post Office #2,Raipur,Chhattisgarh
492004,Raipur GPO Sub-Post Office #3,Raipur,Chhattisgarh
492005,Raipur GPO Sub-Post Office #4,Raipur,Chhattisgarh
492006,Raipur GPO Sub-Post Office #5,Raipur,Chhattisgarh
492007,Raipur GPO Sub-Post Office #6,Raipur,Chhattisgarh
492008,Raipur GPO Sub-Post Office #7,Raipur,Chhattisgarh
492009,Raipur GPO Sub-Post Office #8,Raipur,Chhattisgarh
492010,Raipur GPO Sub-Post Office #9,Raipur,Chhattisgarh
492011,Raipur GPO Sub-Post Office #10,Raipur,Chhattisgarh
492012,Raipur GPO Sub-Post Office #11,Raipur,Chhattisgarh
492013,Raipur GPO Sub-Post Office #12,Raipur,Chhattisgarh
492014,Raipur GPO Sub-Post Office #13,Raipur,Chhattisgarh
492015,Raipur GPO Sub-Post Office #14,Raipur,Chhattisgarh
799996,Patna GPO Sub-Post Office #5,Patna,Bihar
799997,Patna GPO Sub-Post Office #4,Patna,Bihar
799998,Patna GPO Sub-Post Office #3,Patna,Bihar
799999,Patna GPO Sub-Post Office #2,Patna,Bihar
800000,Patna GPO Sub-Post Office #1,Patna,Bihar
800002,Patna GPO Sub-Post Office #1,Patna,Bihar
800003,Patna GPO Sub-Post Office #2,Patna,Bihar
800004,Patna GPO Sub-Post Office #3,Patna,Bihar
800005,Patna GPO Sub-Post Office #4,Patna,Bihar
800006,Patna GPO Sub-Post Office #5,Patna,Bihar
800007,Patna GPO Sub-Post Office #6,Patna,Bihar
800008,Patna GPO Sub-Post Office #7,Patna,Bihar
800009,Patna GPO Sub-Post Office #8,Patna,Bihar
800010,Patna GPO Sub-Post Office #9,Patna,Bihar
800011,Patna GPO Sub-Post Office #10,Patna,Bihar
800012,Patna GPO Sub-Post Office #11,Patna,Bihar
800013,Patna GPO Sub-Post Office #12,Patna,Bihar
800014,Patna GPO Sub-Post Office #13,Patna,Bihar
800015,Patna GPO Sub-Post Office #14,Patna,Bihar
833996,Ranchi GPO Sub-Post Office #5,Ranchi,Jharkhand
833997,Ranchi GPO Sub-Post Office #4,Ranchi,Jharkhand
833998,Ranchi GPO Sub-Post Office #3,Ranchi,Jharkhand
833999,Ranchi GPO Sub-Post Office #2,Ranchi,Jharkhand
834000,Ranchi GPO Sub-Post Office #1,Ranchi,Jharkhand
834002,Ranchi GPO Sub-Post Office #1,Ranchi,Jharkhand
834003,Ranchi GPO Sub-Post Office #2,Ranchi,Jharkhand
834004,Ranchi GPO Sub-Post Office #3,Ranchi,Jharkhand
834005,Ranchi GPO Sub-Post Office #4,Ranchi,Jharkhand
